7.4 0.7 0.0 1.9 76 11.0 34.0 0.9978 3.51 0.56 9.4 5
7.8 0.88 0.0 2.6 98 25.0 67.0 0.9968 3.2 0.68 9.8 5
7.8 0.76 0.04 2.3 92 15.0 54.0 997 3.26 0.65 9.8 5
11.2 0.28 0.56 1.9 75 17.0 60.0 998 3.16 0.58 9.8 6
7.4 0.7 0.0 1.9 76 11.0 34.0 0.9978 3.51 0.56 9.4 5
7.4 0.66 0.0 1.8 75 13.0 40.0 0.9978 3.51 0.56 9.4 5
7.9 0.6 0.06 1.6 69 15.0 59.0 0.9964 3.3 0.46 9.4 5
7.3 0.65 0.0 1.2 65 15.0 21.0 0.9946 3.39 0.47 10.0 7
7.8 0.58 0.02 2.0 73 9.0 18.0 0.9968 3.36 0.57 9.5 7
7.5 0.5 0.36 6.1 71 17.0 102.0 0.9978 3.35 0.8 10.5 5
6.7 0.58 0.08 1.8 0.09699999999999999 15.0 65.0 0.9959 3.28 0.54 9.2 5
7.5 0.5 0.36 6.1 71 17.0 102.0 0.9978 3.35 0.8 10.5 5
5.6 615 0.0 1.6 0.08900000000000001 16.0 59.0 0.9943 3.58 0.52 9.9 5
7.8 0.61 0.29 1.6 114 9.0 29.0 0.9974 3.26 1.56 9.1 5
8.9 0.62 0.18 3.8 0.17600000000000002 52.0 145.0 0.9986 3.16 0.88 9.2 5
8.9 0.62 0.19 3.9 0.17 51.0 148.0 0.9986 3.17 0.93 9.2 5
8.5 0.28 0.56 1.8 92 35.0 103.0 0.9969 3.3 0.75 10.5 7
8.1 0.56 0.28 1.7 368 16.0 56.0 0.9968 3.11 1.28 9.3 5
7.4 0.59 0.08 4.4 86 6.0 29.0 0.9974 3.38 0.5 9.0 4
7.9 0.32 0.51 1.8 341 17.0 56.0 0.9969 3.04 1.08 9.2 6
8.9 0.22 0.48 1.8 77 29.0 60.0 0.9968 3.39 0.53 9.4 6
7.6 0.39 0.31 2.3 0.08199999999999999 23.0 71.0 0.9982 3.52 0.65 9.7 5
7.9 0.43 0.21 1.6 106 10.0 37.0 0.9966 3.17 0.91 9.5 5
8.5 0.49 0.11 2.3 84 9.0 67.0 0.9968 3.17 0.53 9.4 5
6.9 0.4 0.14 2.4 85 21.0 40.0 0.9968 3.43 0.63 9.7 6
6.3 0.39 0.16 1.4 0.08 11.0 23.0 0.9955 3.34 0.56 9.3 5
7.6 0.41 0.24 1.8 0.08 4.0 11.0 0.9962 3.28 0.59 9.5 5
7.9 0.43 0.21 1.6 106 10.0 37.0 0.9966 3.17 0.91 9.5 5
7.1 0.71 0.0 1.9 0.08 14.0 35.0 0.9972 3.47 0.55 9.4 5
7.8 645 0.0 2.0 0.08199999999999999 8.0 16.0 0.9964 3.38 0.59 9.8 6
6.7 675 0.07 2.4 0.08900000000000001 17.0 82.0 0.9958 3.35 0.54 10.1 5
6.9 685 0.0 2.5 105 22.0 37.0 0.9966 3.46 0.57 10.6 6
8.3 655 0.12 2.3 83 15.0 113.0 0.9966 3.17 0.66 9.8 5
6.9 605 0.12 10.7 73 40.0 83.0 0.9993 3.45 0.52 9.4 6
5.2 0.32 0.25 1.8 0.10300000000000001 13.0 50.0 0.9957 3.38 0.55 9.2 5
7.8 645 0.0 5.5 86 5.0 18.0 0.9986 3.4 0.55 9.6 6
7.8 0.6 0.14 2.4 86 3.0 15.0 0.9975 3.42 0.6 10.8 6
8.1 0.38 0.28 2.1 66 13.0 30.0 0.9968 3.23 0.73 9.7 7
5.7 1.13 0.09 1.5 172 7.0 19.0 0.9940000000000001 3.5 0.48 9.8 4
7.3 0.45 0.36 5.9 0.07400000000000001 12.0 87.0 0.9978 3.33 0.83 10.5 5
7.3 0.45 0.36 5.9 0.07400000000000001 12.0 87.0 0.9978 3.33 0.83 10.5 5
8.8 0.61 0.3 2.8 0.08800000000000001 17.0 46.0 0.9976 3.26 0.51 9.3 4
7.5 0.49 0.2 2.6 332 8.0 14.0 0.9968 3.21 0.9 10.5 6
8.1 0.66 0.22 2.2 69 9.0 23.0 0.9968 3.3 1.2 10.3 5
6.8 0.67 0.02 1.8 0.05 5.0 11.0 0.9962 3.48 0.52 9.5 5
4.6 0.52 0.15 2.1 0.054000000000000006 8.0 65.0 0.9934 3.9 0.56 13.1 4
7.7 935 0.43 2.2 114 22.0 114.0 997 3.25 0.73 9.2 5
8.7 0.29 0.52 1.6 113 12.0 37.0 0.9969 3.25 0.58 9.5 5
6.4 0.4 0.23 1.6 66 5.0 12.0 0.9958 3.34 0.56 9.2 5
5.6 0.31 0.37 1.4 0.07400000000000001 12.0 96.0 0.9954 3.32 0.58 9.2 5
8.8 0.66 0.26 1.7 0.07400000000000001 4.0 23.0 0.9971 3.15 0.74 9.2 5
6.6 0.52 0.04 2.2 69 8.0 15.0 0.9956 3.4 0.63 9.4 6
6.6 0.5 0.04 2.1 68 6.0 14.0 0.9955 3.39 0.64 9.4 6
8.6 0.38 0.36 3.0 81 30.0 119.0 997 3.2 0.56 9.4 5
7.6 0.51 0.15 2.8 0.11 33.0 73.0 0.9955 3.17 0.63 10.2 6
7.7 0.62 0.04 3.8 84 25.0 45.0 0.9978 3.34 0.53 9.5 5
10.2 0.42 0.57 3.4 0.07 4.0 10.0 0.9971 3.04 0.63 9.6 5
7.5 0.63 0.12 5.1 111 50.0 110.0 0.9983 3.26 0.77 9.4 5
7.8 0.59 0.18 2.3 76 17.0 54.0 0.9975 3.43 0.59 10.0 5
7.3 0.39 0.31 2.4 0.07400000000000001 9.0 46.0 0.9962 3.41 0.54 9.4 6
8.8 0.4 0.4 2.2 79 19.0 52.0 998 3.44 0.64 9.2 5
7.7 0.69 0.49 1.8 115 20.0 112.0 0.9968 3.21 0.71 9.3 5
7.5 0.52 0.16 1.9 85 12.0 35.0 0.9968 3.38 0.62 9.5 7
7.0 735 0.05 2.0 81 13.0 54.0 0.9966 3.39 0.57 9.8 5
7.2 725 0.05 4.65 86 4.0 11.0 0.9962 3.41 0.39 10.9 5
7.2 725 0.05 4.65 86 4.0 11.0 0.9962 3.41 0.39 10.9 5
7.5 0.52 0.11 1.5 79 11.0 39.0 0.9968 3.42 0.58 9.6 5
6.6 705 0.07 1.6 76 6.0 15.0 0.9962 3.44 0.58 10.7 5
9.3 0.32 0.57 2.0 0.07400000000000001 27.0 65.0 0.9969 3.28 0.79 10.7 5
8.0 705 0.05 1.9 0.07400000000000001 8.0 19.0 0.9962 3.34 0.95 10.5 6
7.7 0.63 0.08 1.9 76 15.0 27.0 0.9967 3.32 0.54 9.5 6
7.7 0.67 0.23 2.1 0.08800000000000001 17.0 96.0 0.9962 3.32 0.48 9.5 5
7.7 0.69 0.22 1.9 84 18.0 94.0 0.9961 3.31 0.48 9.5 5
8.3 675 0.26 2.1 84 11.0 43.0 0.9976 3.31 0.53 9.2 4
9.7 0.32 0.54 2.5 94 28.0 83.0 0.9984 3.28 0.82 9.6 5
8.8 0.41 0.64 2.2 0.09300000000000001 9.0 42.0 0.9986 3.54 0.66 10.5 5
8.8 0.41 0.64 2.2 0.09300000000000001 9.0 42.0 0.9986 3.54 0.66 10.5 5
6.8 785 0.0 2.4 0.10400000000000001 14.0 30.0 0.9966 3.52 0.55 10.7 6
6.7 0.75 0.12 2.0 86 12.0 80.0 0.9958 3.38 0.52 10.1 5
8.3 625 0.2 1.5 0.08 27.0 119.0 0.9972 3.16 1.12 9.1 4
6.2 0.45 0.2 1.6 69 3.0 15.0 0.9958 3.41 0.56 9.2 5
7.8 0.43 0.7 1.9 0.46399999999999997 22.0 67.0 0.9974 3.13 1.28 9.4 5
7.4 0.5 0.47 2.0 86 21.0 73.0 997 3.36 0.57 9.1 5
7.3 0.67 0.26 1.8 401 16.0 51.0 0.9969 3.16 1.14 9.4 5
6.3 0.3 0.48 1.8 69 18.0 61.0 0.9959 3.44 0.78 10.3 6
6.9 0.55 0.15 2.2 76 19.0 40.0 0.9961 3.41 0.59 10.1 5
8.6 0.49 0.28 1.9 0.11 20.0 136.0 0.9972 2.93 1.95 9.9 6
7.7 0.49 0.26 1.9 62 9.0 31.0 0.9966 3.39 0.64 9.6 5
9.3 0.39 0.44 2.1 107 34.0 125.0 0.9978 3.14 1.22 9.5 5
7.0 0.62 0.08 1.8 76 8.0 24.0 0.9978 3.48 0.53 9.0 5
7.9 0.52 0.26 1.9 79 42.0 140.0 0.9964 3.23 0.54 9.5 5
8.6 0.49 0.28 1.9 0.11 20.0 136.0 0.9972 2.93 1.95 9.9 6
8.6 0.49 0.29 2.0 0.11 19.0 133.0 0.9972 2.93 1.98 9.8 5
7.7 0.49 0.26 1.9 62 9.0 31.0 0.9966 3.39 0.64 9.6 5
5.0 1.02 0.04 1.4 45 41.0 85.0 0.9938 3.75 0.48 10.5 4
4.7 0.6 0.17 2.3 0.057999999999999996 17.0 106.0 0.9932 3.85 0.6 12.9 6
6.8 775 0.0 3.0 102 8.0 23.0 0.9965 3.45 0.56 10.7 5
7.0 0.5 0.25 2.0 0.07 3.0 22.0 0.9963 3.25 0.63 9.2 5
7.6 0.9 0.06 2.5 79 5.0 10.0 0.9967 3.39 0.56 9.8 5
8.1 545 0.18 1.9 0.08 13.0 35.0 0.9972 3.3 0.59 9.0 6
8.3 0.61 0.3 2.1 84 11.0 50.0 0.9972 3.4 0.61 10.2 6
7.8 0.5 0.3 1.9 75 8.0 22.0 0.9959 3.31 0.56 10.4 6
8.1 545 0.18 1.9 0.08 13.0 35.0 0.9972 3.3 0.59 9.0 6
8.1 575 0.22 2.1 77 12.0 65.0 0.9967 3.29 0.51 9.2 5
7.2 0.49 0.24 2.2 0.07 5.0 36.0 996 3.33 0.48 9.4 5
8.1 575 0.22 2.1 77 12.0 65.0 0.9967 3.29 0.51 9.2 5
7.8 0.41 0.68 1.7 467 18.0 69.0 0.9973 3.08 1.31 9.3 5
6.2 0.63 0.31 1.7 0.08800000000000001 15.0 64.0 0.9969 3.46 0.79 9.3 5
8.0 0.33 0.53 2.5 91 18.0 80.0 0.9976 3.37 0.8 9.6 6
8.1 785 0.52 2.0 122 37.0 153.0 0.9969 3.21 0.69 9.3 5
7.8 0.56 0.19 1.8 0.10400000000000001 12.0 47.0 0.9964 3.19 0.93 9.5 5
8.4 0.62 0.09 2.2 84 11.0 108.0 0.9964 3.15 0.66 9.8 5
8.4 0.6 0.1 2.2 85 14.0 111.0 0.9964 3.15 0.66 9.8 5
10.1 0.31 0.44 2.3 0.08 22.0 46.0 0.9988 3.32 0.67 9.7 6
7.8 0.56 0.19 1.8 0.10400000000000001 12.0 47.0 0.9964 3.19 0.93 9.5 5
9.4 0.4 0.31 2.2 0.09 13.0 62.0 0.9966 3.07 0.63 10.5 6
8.3 0.54 0.28 1.9 77 11.0 40.0 0.9978 3.39 0.61 10.0 6
7.8 0.56 0.12 2.0 0.08199999999999999 7.0 28.0 997 3.37 0.5 9.4 6
8.8 0.55 0.04 2.2 0.11900000000000001 14.0 56.0 0.9962 3.21 0.6 10.9 6
7.0 0.69 0.08 1.8 0.09699999999999999 22.0 89.0 0.9959 3.34 0.54 9.2 6
7.3 1.07 0.09 1.7 0.17800000000000002 10.0 89.0 0.9962 3.3 0.57 9.0 5
8.8 0.55 0.04 2.2 0.11900000000000001 14.0 56.0 0.9962 3.21 0.6 10.9 6
7.3 695 0.0 2.5 75 3.0 13.0 998 3.49 0.52 9.2 5
8.0 0.71 0.0 2.6 0.08 11.0 34.0 0.9976 3.44 0.53 9.5 5
7.8 0.5 0.17 1.6 0.08199999999999999 21.0 102.0 996 3.39 0.48 9.5 5
9.0 0.62 0.04 1.9 146 27.0 90.0 0.9984 3.16 0.7 9.4 5
8.2 1.33 0.0 1.7 81 3.0 12.0 0.9964 3.53 0.49 10.9 5
8.1 1.33 0.0 1.8 0.08199999999999999 3.0 12.0 0.9964 3.54 0.48 10.9 5
8.0 0.59 0.16 1.8 65 3.0 16.0 0.9962 3.42 0.92 10.5 7
6.1 0.38 0.15 1.8 0.07200000000000001 6.0 19.0 0.9955 3.42 0.57 9.4 5
8.0 745 0.56 2.0 0.11800000000000001 30.0 134.0 0.9968 3.24 0.66 9.4 5
5.6 0.5 0.09 2.3 49 17.0 99.0 0.9937 3.63 0.63 13.0 5
5.6 0.5 0.09 2.3 49 17.0 99.0 0.9937 3.63 0.63 13.0 5
6.6 0.5 0.01 1.5 0.06 17.0 26.0 0.9952 3.4 0.58 9.8 6
7.9 1.04 0.05 2.2 84 13.0 29.0 0.9959 3.22 0.55 9.9 6
8.4 745 0.11 1.9 0.09 16.0 63.0 0.9965 3.19 0.82 9.6 5
8.3 715 0.15 1.8 0.08900000000000001 10.0 52.0 0.9968 3.23 0.77 9.5 5
7.2 415 0.36 2.0 81 13.0 45.0 0.9972 3.48 0.64 9.2 5
7.8 0.56 0.19 2.1 81 15.0 105.0 0.9962 3.33 0.54 9.5 5
7.8 0.56 0.19 2.0 81 17.0 108.0 0.9962 3.32 0.54 9.5 5
8.4 745 0.11 1.9 0.09 16.0 63.0 0.9965 3.19 0.82 9.6 5
8.3 715 0.15 1.8 0.08900000000000001 10.0 52.0 0.9968 3.23 0.77 9.5 5
5.2 0.34 0.0 1.8 0.05 27.0 63.0 0.9916 3.68 0.79 14.0 6
6.3 0.39 0.08 1.7 66 3.0 20.0 0.9954 3.34 0.58 9.4 5
5.2 0.34 0.0 1.8 0.05 27.0 63.0 0.9916 3.68 0.79 14.0 6
8.1 0.67 0.55 1.8 0.11699999999999999 32.0 141.0 0.9968 3.17 0.62 9.4 5
5.8 0.68 0.02 1.8 87 21.0 94.0 0.9944 3.54 0.52 10.0 5
7.6 0.49 0.26 1.6 0.23600000000000002 10.0 88.0 0.9968 3.11 0.8 9.3 5
